episode,avg_return,max_stage,flag_get,avg_total_reward
1,1.333,1,False,0
2,4.803,1,False,132.8
3,16.993,1,False,188.812
4,25.197,1,False,203.789
5,28.099,1,False,205.348
6,30.508,1,False,208.833
7,30.563,1,False,215.826
8,30.912,1,False,229.44
9,30.31,1,False,220.167
10,30.062,1,False,220.875
11,31.908,1,False,225.958
12,31.527,1,False,202.607
13,31.538,1,False,200.037
14,32.346,1,False,231.652
15,31.404,1,False,225.519
16,33.424,1,False,253.0
17,34.268,1,False,204.68
18,35.186,1,False,253.0
19,34.818,1,False,231.81
20,35.716,1,False,223.63
21,35.921,1,False,257.682
22,36.111,1,False,234.08
23,34.154,1,False,246.545
24,35.493,1,False,274.042
25,37.542,1,False,284.15
26,36.498,1,False,256.652
27,40.301,1,False,229.368
28,37.486,1,False,218.0
29,36.921,1,False,255.955
30,32.418,1,False,230.154
31,34.287,1,False,243.062
32,34.235,1,False,226.65
33,33.225,1,False,285.846
34,35.836,1,False,255.091
35,38.078,1,False,263.9
36,37.063,1,False,223.636
37,36.528,1,False,262.217
38,38.09,1,False,303.421
39,39.612,1,False,277.773
40,38.894,1,False,251.273
41,38.09,1,False,261.542
42,40.214,1,False,322.824
43,41.593,1,False,282.211
44,41.848,1,False,285.909
45,43.894,1,False,312.421
46,39.536,1,False,304.941
47,40.719,1,False,263.8
48,41.763,1,False,301.895
49,40.389,1,False,277.632
50,40.25,1,False,269.421
51,40.684,1,False,305.182
52,42.05,1,False,311.0
53,40.745,1,False,296.375
54,42.381,1,False,346.588
55,42.53,1,False,275.235
56,42.676,1,False,294.227
57,42.826,1,False,320.0
58,42.251,1,False,298.45
59,42.476,1,False,332.647
60,42.071,1,False,290.632
61,42.554,1,False,312.571
62,43.224,1,False,296.889
63,42.428,1,False,293.632
64,42.627,1,False,306.762
65,43.05,1,False,312.526
66,42.353,1,False,301.429
67,42.972,1,False,289.316
68,42.186,1,False,286.609
69,42.403,1,False,323.333
70,43.04,1,False,281.609
71,41.026,1,False,319.95
72,39.458,1,False,219.556
73,33.893,1,False,255.833
74,32.526,1,False,324.727
75,40.621,1,False,321.529
76,42.171,1,False,300.955
77,40.64,1,False,282.292
78,40.852,1,False,352.765
79,43.171,1,False,261.87
80,41.273,1,False,300.652
81,42.917,1,False,320.45
82,43.595,1,False,300.783
83,42.141,1,False,342.864
84,44.214,1,False,336.941
85,45.17,1,False,283.0
86,43.679,1,False,324.682
87,45.144,1,False,328.7
88,44.01,1,False,326.091
89,44.327,1,False,334.45
90,45.791,1,False,313.19
91,43.728,1,False,329.261
92,45.818,1,False,345.889
93,43.669,1,False,277.36
94,42.598,1,False,328.909
95,44.794,1,False,327.8
96,44.515,1,False,314.696
97,45.034,1,False,338.316
98,45.713,1,False,300.818
99,44.221,1,False,318.227
100,44.771,1,False,335.19
101,44.601,1,False,341.143
102,44.933,1,False,340.75
103,44.473,1,False,331.0
104,44.706,1,False,312.667
105,44.361,1,False,326.409
106,44.555,1,False,335.105
107,43.408,1,False,290.048
108,43.441,1,False,330.625
109,43.928,1,False,310.409
110,44.211,1,False,324.438
111,43.165,1,False,289.1
112,44.457,1,False,312.0
113,43.308,1,False,304.529
114,44.924,1,False,286.652
115,44.555,1,False,338.25
116,46.296,1,False,317.762
117,39.609,1,False,252.889
118,39.684,1,False,256.238
119,40.691,1,False,278.611
120,38.81,1,False,273.0
121,42.227,1,False,281.409
122,42.479,1,False,327.75
123,44.221,1,False,317.227
124,44.328,1,False,346.6
125,44.62,1,False,329.1
126,43.35,1,False,312.905
127,43.38,1,False,323.474
128,43.506,1,False,320.158
129,43.184,1,False,301.714
130,44.482,1,False,342.8
131,44.911,1,False,330.952
132,44.425,1,False,334.789
133,45.407,1,False,307.238
134,42.985,1,False,325.652
135,46.58,1,False,359.789
136,44.799,1,False,339.182
137,44.61,1,False,352.294
138,45.609,1,False,298.435
139,43.586,1,False,342.429
140,46.783,1,False,337.7
141,43.987,1,False,339.905
142,46.121,1,False,326.158
143,44.33,1,False,319.522
144,45.345,1,False,357.737
145,46.063,1,False,326.571
146,44.113,1,False,339.526
147,46.699,1,False,306.333
148,43.725,1,False,329.455
149,46.629,1,False,346.684
150,44.006,1,False,330.364
151,46.467,1,False,356.647
152,43.688,1,False,313.682
153,46.215,1,False,336.833
154,43.59,1,False,320.182
155,46.583,1,False,342.389
156,42.771,1,False,318.35
157,46.152,1,False,315.65
158,42.211,1,False,297.235
159,43.884,1,False,303.273
160,45.619,1,False,344.765
161,44.153,1,False,311.739
162,46.637,1,False,350.941
163,41.529,1,False,288.1
164,44.125,1,False,329.059
165,44.439,1,False,303.0
166,44.719,1,False,313.526
167,45.499,1,False,299.045
168,43.869,1,False,340.667
169,44.934,1,False,309.182
170,45.335,1,False,351.176
171,44.175,1,False,296.895
172,45.518,1,False,297.81
173,44.448,1,False,319.278
174,44.421,1,False,298.6
175,45.029,1,False,314.5
176,43.967,1,False,313.526
177,43.728,1,False,312.2
178,45.285,1,False,328.85
179,44.981,1,False,338.789
180,45.622,1,False,337.789
181,45.304,1,False,321.947
182,45.062,1,False,319.857
183,45.638,1,False,347.737
184,45.184,1,False,337.474
185,45.365,1,False,325.158
186,45.265,1,False,328.211
187,45.608,1,False,320.55
188,45.738,1,False,329.842
189,45.429,1,False,323.3
190,45.686,1,False,332.474
191,45.408,1,False,327.0
192,46.444,1,False,332.65
193,45.284,1,False,341.444
194,44.637,1,False,312.474
195,45.527,1,False,315.85
196,43.93,1,False,325.167
197,11.577,1,False,92.833
198,1.492,1,False,356.0
199,-1.703,1,False,195.5
200,0.878,1,False,85.333
201,8.082,1,False,0
202,11.861,1,False,-3.5
203,16.348,1,False,1.0
204,18.889,1,False,0
205,17.472,1,False,5.0
206,14.012,1,False,0
207,10.823,1,False,0
208,7.883,1,False,0
209,5.783,1,False,0
210,3.158,1,False,0
211,2.258,1,False,0
212,1.567,1,False,-19.667
213,2.249,1,False,0
214,7.179,1,False,135.0
215,12.507,1,False,145.75
216,19.813,1,False,177.308
217,29.707,1,False,273.688
218,32.889,1,False,208.583
219,36.849,1,False,295.684
220,40.409,1,False,282.765
221,42.417,1,False,272.476
222,41.35,1,False,281.95
223,40.994,1,False,298.045
224,42.809,1,False,288.435
225,41.194,1,False,325.727
226,42.335,1,False,325.143
227,41.831,1,False,288.75
228,42.867,1,False,312.913
229,44.036,1,False,334.947
230,43.512,1,False,309.091
231,42.983,1,False,328.143
232,43.106,1,False,309.739
233,44.074,1,False,343.55
234,44.291,1,False,314.19
235,43.942,1,False,316.571
236,43.784,1,False,329.0
237,44.153,1,False,308.857
238,45.299,1,False,328.947
239,45.736,1,False,310.217
240,41.26,1,False,209.792
241,40.536,1,False,314.667
242,43.975,1,False,325.105
243,43.417,1,False,305.25
244,45.36,1,False,366.556
245,45.466,1,False,320.818
246,44.046,1,False,344.211
247,46.464,1,False,313.0
248,43.697,1,False,325.048
249,46.786,1,False,321.55
250,44.365,1,False,325.455
251,46.374,1,False,341.263
252,44.974,1,False,318.636
