episode,total_reward,best_reward,average_reward,episode_length,total_steps,epsilon,average_loss,learning_rate,gamma,timestamp
0,14.9,14.9,14.9,2005,2005,0.9803,0.0,0.0001,0.99,2025-09-18 17:04:54
1,11.6,14.9,13.25,209,2214,0.9783,0.0,0.0001,0.99,2025-09-18 17:04:56
2,26.15,26.15,17.55,1686,3900,0.9621,0.0,0.0001,0.99,2025-09-18 17:05:07
3,-11.0,26.15,10.412,643,4543,0.956,0.0,0.0001,0.99,2025-09-18 17:05:11
4,10.425,26.15,10.415,2020,6563,0.9371,0.0,0.0001,0.99,2025-09-18 17:05:25
