episode,total_reward,best_reward,average_reward,episode_length,total_steps,epsilon,average_loss,learning_rate,gamma,timestamp
0,19.825,19.825,19.825,2020,2020,0.9802,0.0,0.0001,0.99,2025-09-17 08:57:10
1,20.625,20.625,20.225,2020,4040,0.9608,0.0,0.0001,0.99,2025-09-17 08:57:26
2,9.4,20.625,16.617,406,4446,0.9569,0.0,0.0001,0.99,2025-09-17 08:57:28
3,9.625,20.625,14.869,2020,6466,0.938,0.0,0.0001,0.99,2025-09-17 08:57:45
